,movieId,title,genres,imdbId,tmdbId,budget,tmdb_rating,vote_count,revenue,popularity
28,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,112682,902.0,18000000.0,7.243,1115.0,1738611.0,1.8952
29,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,115012,37557.0,2300000.0,6.7,98.0,0.0,0.7191
30,31,Dangerous Minds (1995),Drama,112792,9909.0,23000000.0,6.974,1176.0,179519401.0,2.7448
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746,63.0,29000000.0,7.6,8506.0,168841459.0,5.8877
32,34,Babe (1995),Children|Drama,112431,9598.0,30000000.0,6.2,2932.0,254100000.0,4.0906
33,36,Dead Man Walking (1995),Crime|Drama,112818,687.0,11000000.0,7.3,1375.0,39363635.0,2.0147
34,38,It Takes Two (1995),Children|Comedy,113442,33689.0,19474589.0,6.491,889.0,19474589.0,2.468
35,39,Clueless (1995),Comedy|Romance,112697,9603.0,12000000.0,7.272,4487.0,56631572.0,5.924
36,40,"Cry, the Beloved Country (1995)",Drama,112749,34615.0,0.0,6.7,25.0,676525.0,0.6585
37,41,Richard III (1995),Drama|War,114279,31174.0,0.0,6.7,178.0,2748518.0,0.8034
38,42,Dead Presidents (1995),Action|Crime|Drama,112819,11443.0,10000000.0,6.7,299.0,24100000.0,1.6075
39,43,Restoration (1995),Drama,114272,35196.0,19000000.0,6.0,119.0,4005941.0,0.725
40,44,Mortal Kombat (1995),Action|Adventure|Fantasy,113855,9312.0,18000000.0,5.9,2314.0,122195920.0,2.7481
41,45,To Die For (1995),Comedy|Drama|Thriller,114681,577.0,20000000.0,6.6,806.0,21300000.0,1.3126
42,46,How to Make an American Quilt (1995),Drama|Romance,113347,11861.0,10000000.0,6.4,186.0,41200020.0,1.1953
43,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369,807.0,33000000.0,8.4,21537.0,327311859.0,16.511
44,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,114148,10530.0,55000000.0,6.9,5757.0,346100000.0,6.0057
45,49,When Night Is Falling (1995),Drama|Romance,114916,8391.0,0.0,6.3,80.0,0.0,0.9727
46,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,629.0,6000000.0,8.175,10607.0,23300000.0,7.4897
47,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819,11448.0,15000000.0,6.7,695.0,6700000.0,1.4456
48,53,Lamerica (1994),Adventure|Drama,110299,49133.0,0.0,7.1,59.0,0.0,0.0867
49,54,"Big Green, The (1995)",Children|Comedy,112499,26441.0,0.0,5.5,187.0,0.0,0.649
50,55,Georgia (1995),Drama,113158,97406.0,0.0,5.9,43.0,1110974.0,0.2717
51,57,Home for the Holidays (1995),Drama,113321,9089.0,20000000.0,6.3,182.0,22119269.0,1.0148
52,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,11010.0,3000000.0,7.925,1151.0,33000000.0,1.7409
53,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419,11359.0,45000000.0,6.5,633.0,35700000.0,1.5087
54,61,Eye for an Eye (1996),Drama|Thriller,116260,17182.0,20000000.0,6.208,402.0,26877589.0,1.8586
55,62,Mr. Holland's Opus (1995),Drama,113862,2054.0,31000000.0,7.0,422.0,106300000.0,1.6291
56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126,10607.0,3800000.0,7.0,1358.0,20100000.0,7.202
57,64,Two if by Sea (1996),Comedy|Romance,118002,19760.0,0.0,4.9,91.0,10658278.0,0.6309
58,65,Bio-Dome (1996),Comedy,115683,9536.0,8500000.0,4.5,372.0,13400000.0,1.2941
59,66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839,11525.0,15000000.0,3.2,155.0,2409225.0,1.3839
60,68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149,4482.0,0.0,6.075,306.0,0.0,0.906
61,69,Friday (1995),Comedy,113118,10634.0,3500000.0,7.118,1861.0,28215918.0,4.5666
62,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367,755.0,19000000.0,7.0,6026.0,25800000.0,5.2631
63,71,Fair Game (1995),Action,113010,11859.0,50000000.0,5.1,302.0,11500000.0,1.4856
64,72,Kicking and Screaming (1995),Comedy|Drama,113537,28387.0,0.0,6.185,216.0,718490.0,0.6492
65,73,"Misérables, Les (1995)",Drama|War,113828,48750.0,0.0,6.7,76.0,0.0,0.7193
66,74,Bed of Roses (1996),Drama|Romance,115644,20927.0,0.0,5.8,115.0,19030691.0,0.5741
67,75,Big Bully (1996),Comedy|Drama,115676,36929.0,15000000.0,4.5,73.0,2042530.0,0.5058
68,76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102.0,20000000.0,6.2,542.0,5781885.0,0.9359
69,77,Nico Icon (1995),Documentary,113973,124626.0,0.0,7.5,10.0,0.0,0.1755
70,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526.0,0.0,6.0,265.0,0.0,0.834
71,79,"Juror, The (1996)",Drama|Thriller,116731,9623.0,44000000.0,5.6,398.0,22754725.0,1.8292
72,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785.0,0.0,7.5,93.0,0.0,0.1259
73,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400.0,8000000.0,6.455,388.0,529766.0,1.2308
74,82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880.0,900000.0,7.0,125.0,0.0,0.5223
75,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599.0,0.0,4.2,4.0,0.0,0.125
76,85,Angels and Insects (1995),Drama|Romance,112365,8447.0,0.0,6.3,48.0,0.0,0.4195
77,86,White Squall (1996),Action|Adventure|Drama,118158,10534.0,38000000.0,6.3,370.0,10300000.0,1.312
78,87,Dunston Checks In (1996),Children|Comedy,116151,17414.0,16000000.0,5.4,228.0,0.0,1.0192
79,88,Black Sheep (1996),Comedy,115697,13997.0,32400000.0,6.0,412.0,32000000.0,1.7665
80,89,Nick of Time (1995),Action|Thriller,113972,2086.0,33000000.0,6.2,738.0,8175346.0,1.2063
81,92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095.0,47000000.0,5.788,319.0,12379402.0,0.9863
82,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158.0,14000000.0,5.1,588.0,19800000.0,1.0685
83,94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283.0,16000000.0,6.7,371.0,27000000.0,1.3631
84,95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208.0,50000000.0,6.065,1544.0,150300000.0,2.5234
85,96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154.0,0.0,7.1,40.0,0.0,0.4741
86,97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406.0,2600000.0,8.1,4157.0,15300000.0,5.3822
87,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076.0,0.0,6.6,14.0,0.0,0.0791
88,100,City Hall (1996),Drama|Thriller,115907,11062.0,40000000.0,5.9,292.0,33440204.0,1.4489
89,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685.0,7000000.0,6.7,1080.0,1040879.0,1.0989
90,102,Mr. Wrong (1996),Comedy,117102,47475.0,0.0,3.9,59.0,0.0,0.5351
91,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045.0,18000000.0,5.6,106.0,0.0,0.6703
92,104,Happy Gilmore (1996),Comedy,116483,9614.0,12000000.0,6.6,2713.0,41205099.0,5.8979
93,105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688.0,24000000.0,7.717,2204.0,182000000.0,4.6107
94,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907.0,0.0,6.3,34.0,0.0,0.2008
95,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874.0,31000000.0,6.7,410.0,34300000.0,1.1793
96,108,Catwalk (1996),Documentary,112646,89333.0,0.0,7.5,8.0,0.0,0.1994
97,110,Braveheart (1995),Action|Drama|War,112573,197.0,72000000.0,7.942,10339.0,213216216.0,11.0081
98,111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103.0,1900000.0,8.1,12541.0,28579636.0,11.9303
99,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542.0,7500000.0,6.8,1054.0,76028558.0,1.6631
100,113,Before and After (1996),Drama|Mystery,115645,43566.0,35000000.0,5.9,197.0,8797839.0,1.5095
101,116,Anne Frank Remembered (1995),Documentary,112373,51352.0,0.0,7.6,22.0,0.0,0.2298
102,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934.0,0.0,6.63,50.0,0.0,0.2974
103,118,If Lucy Fell (1996),Comedy|Romance,116606,10324.0,5000000.0,5.1,49.0,2420162.0,0.5918
104,119,"Steal Big, Steal Little (1995)",Comedy,114536,78406.0,25000000.0,4.429,21.0,6278139.0,0.2307
105,121,"Boys of St. Vincent, The (1992)",Drama,106473,32119.0,0.0,7.2,41.0,204540.0,0.6494
106,122,Boomerang (1992),Comedy|Romance,103859,11066.0,40000000.0,5.7,576.0,131052444.0,1.2662
107,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104.0,160000.0,7.97,1893.0,0.0,3.9395
108,125,Flirting With Disaster (1996),Comedy,116324,2074.0,7000000.0,6.2,248.0,14702438.0,0.4338
109,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793.0,17000000.0,4.4,386.0,0.0,1.0979
110,128,Jupiter's Wife (1994),Documentary,110217,290157.0,0.0,7.1,7.0,0.0,0.0336
111,129,Pie in the Sky (1996),Comedy|Romance,114131,110972.0,0.0,6.6,12.0,0.0,0.2719
112,132,Jade (1995),Thriller,113451,11863.0,50000000.0,5.4,270.0,9851610.0,1.0357
113,135,Down Periscope (1996),Comedy,116130,9101.0,0.0,6.3,466.0,37553585.0,3.1652
114,137,Man of the Year (1995),Documentary,113756,5757.0,0.0,3.1,6.0,209935.0,0.413
115,140,Up Close and Personal (1996),Drama|Romance,118055,9302.0,60000000.0,6.3,223.0,100688562.0,0.7872
116,141,"Birdcage, The (1996)",Comedy,115685,11000.0,31000000.0,7.0,1177.0,185300000.0,2.7116
117,144,"Brothers McMullen, The (1995)",Comedy,112585,16388.0,0.0,6.016,91.0,0.0,0.3188
118,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737.0,19000000.0,6.817,6499.0,141407024.0,9.5284
119,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765.0,0.0,5.6,91.0,7506759.0,0.5004
120,147,"Basketball Diaries, The (1995)",Drama,112461,10474.0,2000000.0,7.398,2029.0,2381087.0,3.3981
121,148,"Awfully Big Adventure, An (1995)",Drama,112427,22279.0,4000000.0,6.636,61.0,851545.0,0.5221
122,149,Amateur (1994),Crime|Drama|Thriller,109093,30157.0,0.0,6.3,90.0,0.0,0.3561
123,150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568.0,52000000.0,7.449,5498.0,355237933.0,4.7802
124,151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780.0,28000000.0,6.7,652.0,31600000.0,2.1114
125,152,"Addiction, The (1995)",Drama|Horror,112288,34996.0,0.0,6.4,283.0,0.0,1.5204
126,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414.0,100000000.0,5.4,5238.0,336529144.0,4.8994
127,154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649.0,0.0,7.4,913.0,0.0,2.6824
128,155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873.0,23000000.0,6.6,81.0,14700000.0,0.6127
129,156,Blue in the Face (1995),Comedy|Drama,112541,5894.0,2000000.0,6.545,167.0,1300000.0,0.7507
130,157,Canadian Bacon (1995),Comedy|War,109370,1775.0,11000000.0,5.8,218.0,178104.0,1.1654
131,158,Casper (1995),Adventure|Children,112642,8839.0,50000000.0,6.3,4634.0,287928194.0,4.96
132,159,Clockers (1995),Crime|Drama|Mystery,112688,20649.0,25000000.0,6.7,328.0,13100000.0,1.0189
133,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329.0,50000000.0,5.6,899.0,152022101.0,1.9238
134,161,Crimson Tide (1995),Drama|Thriller|War,112740,8963.0,53000000.0,7.168,1805.0,157387195.0,3.0177
135,162,Crumb (1994),Documentary,109508,26564.0,0.0,7.5,254.0,3041083.0,0.6942
136,163,Desperado (1995),Action|Romance|Western,112851,8068.0,7000000.0,6.922,2907.0,25405445.0,4.0673
137,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512.0,27000000.0,6.4,415.0,16140822.0,1.14
138,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572.0,90000000.0,7.27,6216.0,366101666.0,6.1331
139,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,13552.0,800000.0,6.461,257.0,284785.0,1.2799
140,168,First Knight (1995),Action|Drama|Romance,113071,6520.0,55000000.0,6.088,1231.0,127600435.0,2.3433
141,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,9073.0,31000000.0,5.92,589.0,30000000.0,2.0296
142,170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,10428.0,20000000.0,6.355,1325.0,7563728.0,3.5595
143,171,Jeffrey (1995),Comedy|Drama,113464,17447.0,0.0,6.3,65.0,3487767.0,0.6358
144,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886.0,25000000.0,5.8,1387.0,19075720.0,1.7811
145,173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482.0,90000000.0,5.814,2519.0,113493481.0,2.9651
146,174,Jury Duty (1995),Comedy,113500,19326.0,0.0,4.4,118.0,17014653.0,0.4503
147,175,Kids (1995),Drama,113540,9344.0,1500000.0,6.88,1163.0,20412216.0,2.4467
148,176,Living in Oblivion (1995),Comedy,113677,9071.0,500000.0,7.2,286.0,1148752.0,0.6065
149,177,Lord of Illusions (1995),Horror,113690,8973.0,0.0,5.972,339.0,13294594.0,0.8156
150,178,Love & Human Remains (1993),Comedy|Drama,107447,15730.0,0.0,5.8,41.0,0.0,0.3837
151,179,Mad Love (1995),Drama|Romance,113729,47608.0,0.0,5.2,111.0,15453274.0,0.8659
152,180,Mallrats (1995),Comedy|Romance,113749,2293.0,6000000.0,6.754,1266.0,2122561.0,1.2727
153,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070.0,15000000.0,5.8,711.0,66433194.0,2.2433
154,183,Mute Witness (1994),Comedy|Horror|Thriller,110604,48787.0,0.0,6.4,137.0,0.0,0.5478
155,184,Nadja (1994),Drama,110620,34574.0,0.0,5.8,50.0,0.0,0.4499
156,185,"Net, The (1995)",Action|Crime|Thriller,113957,1642.0,22000000.0,6.0,1387.0,110627965.0,1.9211
157,186,Nine Months (1995),Comedy|Romance,113986,11472.0,35000000.0,5.7,650.0,138500000.0,1.2458
158,187,Party Girl (1995),Comedy,114095,36196.0,150000.0,6.5,74.0,472370.0,0.5614
159,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194,11980.0,8000000.0,6.471,506.0,16115878.0,1.1891
160,189,Reckless (1995),Comedy|Fantasy,114241,58372.0,0.0,6.4,7.0,0.0,0.271
161,190,Safe (1995),Thriller,114323,32646.0,0.0,6.987,307.0,0.0,1.1859
162,191,"Scarlet Letter, The (1995)",Drama|Romance,114345,10533.0,50000000.0,6.1,486.0,10382407.0,1.1915
163,193,Showgirls (1995),Drama,114436,10802.0,45000000.0,5.558,1259.0,20350754.0,3.7595
164,194,Smoke (1995),Comedy|Drama,114478,10149.0,7000000.0,7.2,494.0,8349430.0,1.1186
165,195,Something to Talk About (1995),Comedy|Drama|Romance,114496,18402.0,30000000.0,5.7,243.0,77300000.0,1.1451
166,196,Species (1995),Horror|Sci-Fi,114508,9348.0,35000000.0,6.0,1681.0,113400000.0,2.9509
167,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281.0,42000000.0,7.0,1377.0,7959291.0,1.8895
168,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,5967.0,200000.0,7.4,804.0,7600000.0,2.05
169,201,Three Wishes (1995),Drama|Fantasy,114663,47939.0,10000000.0,6.2,79.0,7027000.0,0.7078
170,202,Total Eclipse (1995),Drama|Romance,114702,36834.0,0.0,6.4,530.0,339889.0,0.918
171,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682,9090.0,0.0,7.4,679.0,47774193.0,2.8775
172,204,Under Siege 2: Dark Territory (1995),Action,114781,3512.0,60000000.0,5.8,928.0,104324083.0,2.9081
173,205,Unstrung Heroes (1995),Comedy|Drama,114798,52856.0,0.0,5.9,29.0,0.0,0.3042
174,206,Unzipped (1995),Documentary,114805,77350.0,0.0,5.5,17.0,0.0,0.1316
175,207,"Walk in the Clouds, A (1995)",Drama|Romance,114887,9560.0,20000000.0,7.33,1041.0,50012507.0,3.039
176,208,Waterworld (1995),Action|Adventure|Sci-Fi,114898,9804.0,175000000.0,6.217,3757.0,264218220.0,4.9316
177,209,White Man's Burden (1995),Drama,114928,31611.0,7000000.0,5.1,81.0,9000000.0,0.3719
178,210,Wild Bill (1995),Western,114938,65796.0,30000000.0,5.7,152.0,2193982.0,0.9191
179,211,"Browning Version, The (1994)",Drama,109340,49805.0,0.0,6.5,53.0,487391.0,0.2182
180,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602,26258.0,0.0,5.283,118.0,7919823.0,0.7831
181,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579,50797.0,2800000.0,7.1,181.0,2616503.0,0.6849
182,214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882,19155.0,0.0,7.353,163.0,763847.0,0.5847
183,215,Before Sunrise (1995),Drama|Romance,112471,76.0,2500000.0,8.0,4246.0,5987386.0,5.8355
184,216,Billy Madison (1995),Comedy,112508,11017.0,10000000.0,6.2,1667.0,26488734.0,1.9064
185,217,"Babysitter, The (1995)",Drama|Thriller,112438,37141.0,0.0,5.2,167.0,0.0,3.4154
186,218,Boys on the Side (1995),Comedy|Drama,112571,9382.0,21000000.0,6.3,222.0,23450000.0,0.8442
187,219,"Cure, The (1995)",Drama,112757,6715.0,0.0,7.9,313.0,2568235.0,1.2581
188,220,Castle Freak (1995),Horror,112643,18256.0,0.0,6.161,211.0,0.0,1.0802
189,222,Circle of Friends (1995),Drama|Romance,112679,22625.0,15000000.0,6.3,91.0,45000000.0,0.9915
190,223,Clerks (1994),Comedy,109445,2292.0,27575.0,7.392,2552.0,3151130.0,1.9674
191,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,1909.0,25000000.0,6.73,754.0,68792531.0,1.8362
192,225,Disclosure (1994),Drama|Thriller,109635,8984.0,55000000.0,6.244,1197.0,214015089.0,1.4661
193,227,Drop Zone (1994),Action|Thriller,109676,4954.0,45000000.0,5.695,407.0,62000000.0,1.2688
194,228,Destiny Turns on the Radio (1995),Comedy,112854,62488.0,0.0,5.2,41.0,1200000.0,0.7289
195,229,Death and the Maiden (1994),Drama|Thriller,109579,10531.0,12000000.0,7.117,512.0,8003716.0,0.9095
196,230,Dolores Claiborne (1995),Drama|Thriller,109642,11929.0,13000000.0,7.3,783.0,46400000.0,1.3521
197,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686,8467.0,16000000.0,6.634,6232.0,247275374.0,6.7776
198,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797,10451.0,0.0,7.6,354.0,7294403.0,2.0627
199,233,Exotica (1994),Drama,109759,20156.0,2000000.0,6.6,345.0,4221036.0,1.4456
200,234,Exit to Eden (1994),Comedy,109758,18395.0,27500000.0,4.1,91.0,6800000.0,1.3337
201,235,Ed Wood (1994),Comedy|Drama,109707,522.0,18000000.0,7.487,2350.0,5900000.0,2.0414
202,236,French Kiss (1995),Action|Comedy|Romance,113117,397.0,0.0,6.4,742.0,101982854.0,2.038
203,237,Forget Paris (1995),Comedy|Romance,113097,10525.0,0.0,6.3,157.0,33177694.0,0.6506
204,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028,27985.0,0.0,6.1,84.0,0.0,0.498
205,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198,15789.0,18000000.0,7.0,1786.0,35348597.0,2.668
206,240,Hideaway (1995),Thriller,113303,27303.0,15000000.0,5.2,161.0,12201255.0,0.6697
207,241,Fluke (1995),Children|Drama,113089,21183.0,15000000.0,7.1,267.0,4000000.0,1.3592
208,242,Farinelli: il castrato (1994),Drama|Musical,109771,10954.0,0.0,6.595,173.0,0.0,0.7801
209,243,Gordy (1995),Children|Comedy|Fantasy,113199,47867.0,0.0,5.3,32.0,3992809.0,0.2005
210,246,Hoop Dreams (1994),Documentary,110057,14275.0,700000.0,7.6,306.0,7830611.0,0.6065
211,247,Heavenly Creatures (1994),Crime|Drama,110005,1024.0,5000000.0,7.0,934.0,3049135.0,0.9993
212,248,Houseguest (1994),Comedy,110066,17207.0,10500000.0,5.5,73.0,26300000.0,0.5361
213,249,Immortal Beloved (1994),Drama|Romance,110116,13701.0,120.0,7.1,339.0,0.0,1.2599
214,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006,14819.0,10000000.0,6.153,378.0,17700000.0,1.2818
215,251,"Hunted, The (1995)",Action,113360,32631.0,15000000.0,5.7,112.0,6600000.0,0.5383
216,252,I.Q. (1994),Comedy|Romance,110099,11777.0,25000000.0,6.0,460.0,26381221.0,1.2374
217,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148,628.0,60000000.0,7.381,5968.0,223664608.0,5.7829
218,254,Jefferson in Paris (1995),Drama,113463,87729.0,14000000.0,5.2,42.0,2474000.0,0.5148
219,255,"Jerky Boys, The (1995)",Comedy,110189,18713.0,0.0,4.3,31.0,0.0,0.246
220,256,Junior (1994),Comedy|Sci-Fi,110216,6280.0,60000000.0,5.2,1513.0,108400000.0,1.7969
221,257,Just Cause (1995),Mystery|Thriller,113501,9061.0,0.0,6.2,569.0,36853111.0,1.6772
222,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538,37108.0,0.0,4.9,179.0,0.0,0.775
223,259,Kiss of Death (1995),Crime|Drama|Thriller,113552,6071.0,40000000.0,5.7,326.0,14942422.0,1.0715
224,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11.0,11000000.0,8.203,21000.0,775398007.0,13.7658
225,261,Little Women (1994),Drama,110367,9587.0,18000000.0,7.287,1250.0,50083616.0,3.8537
226,262,"Little Princess, A (1995)",Children|Drama,113670,19101.0,17000000.0,7.63,983.0,10000000.0,1.9868
227,263,Ladybird Ladybird (1994),Drama,110296,49980.0,0.0,7.2,95.0,0.0,0.3982
228,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994,18183.0,2000000.0,7.3,515.0,21744201.0,2.494
229,266,Legends of the Fall (1994),Drama|Romance|War|Western,110322,4476.0,30000000.0,7.4,2629.0,160638883.0,6.4439
230,267,Major Payne (1995),Comedy,110443,11008.0,0.0,6.398,817.0,30112050.0,3.631
231,269,My Crazy Life (Mi vida loca) (1993),Drama,107566,32325.0,0.0,7.0,32.0,3267313.0,0.5056
232,270,Love Affair (1994),Drama|Romance,110391,43742.0,60000000.0,5.4,59.0,18300000.0,0.9984
233,271,Losing Isaiah (1995),Drama,113691,28313.0,17000000.0,6.4,98.0,7603766.0,1.2794
234,272,"Madness of King George, The (1994)",Comedy|Drama,110428,11318.0,0.0,6.8,239.0,15238994.0,1.5848
235,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836,3036.0,45000000.0,6.4,1234.0,112000000.0,1.8269
236,274,Man of the House (1995),Comedy,113755,40490.0,0.0,5.3,173.0,0.0,0.6991
237,275,Mixed Nuts (1994),Comedy,110538,24070.0,15000000.0,5.4,202.0,0.0,0.866
